player_name,player_url,year,team_name,team_url,age,GP,GS,W,L,T/O,GA,SA,SV,SV%,GAA,SO,MIN,QS,QS%,RBS,GA%-,GSAA,G,A,PTS,PIM
Mike Palmateer,/players/p/palmami01.html,1982,WSH,/teams/WSH/1982.html,28,11,,2,7,2,47,,,,4.83,0,584,,,,,,0,1,1,6
Bob Parent,/players/p/parenbo01.html,1982,TOR,/teams/TOR/1982.html,23,2,,0,2,0,13,,,,6.50,0,120,,,,,,0,0,0,0
Dave Parro,/players/p/parroda01.html,1982,WSH,/teams/WSH/1982.html,24,52,,16,26,7,206,,,,4.20,1,2942,,,,,,0,1,1,4
Pete Peeters,/players/p/peetepe01.html,1982,PHI,/teams/PHI/1982.html,24,44,,23,18,3,160,,,,3.71,0,2591,,,,,,0,1,1,19
Michel Plasse,/players/p/plassmi01.html,1982,QUE,/teams/QUE/1982.html,33,8,,2,3,1,35,,,,5.41,0,388,,,,,,0,1,1,0
Glenn Resch,/players/r/reschgl01.html,1982,CLR,/teams/CLR/1982.html,33,61,,16,31,11,230,,,,4.03,0,3424,,,,,,0,2,2,8
Nick Ricci,/players/r/riccini01.html,1982,PIT,/teams/PIT/1982.html,22,3,,0,3,0,14,,,,5.25,0,160,,,,,,0,0,0,0
Pat Riggin,/players/r/riggipa01.html,1982,CGY,/teams/CGY/1982.html,22,52,,19,19,11,207,,,,4.23,2,2934,,,,,,0,5,5,4
Jim Rutherford,/players/r/rutheji01.html,1982,LAK,/teams/LAK/1982.html,32,7,,3,3,0,43,,,,6.79,0,380,,,,,,0,0,0,0
Bob Sauve,/players/s/sauvebo01.html,1982,,,26,55,,17,26,9,200,,,,3.84,0,3125,,,,,,0,0,0,2
Richard Sevigny,/players/s/sevigri01.html,1982,MTL,/teams/MTL/1982.html,24,19,,11,4,2,53,,,,3.10,0,1027,,,,,,0,0,0,10
Paul Skidmore,/players/s/skidmpa01.html,1982,STL,/teams/STL/1982.html,25,2,,1,1,0,6,,,,3.00,0,120,,,,,,0,0,0,0
Warren Skorodenski,/players/s/skorowa01.html,1982,CBH,/teams/CBH/1982.html,21,1,,0,1,0,5,,,,5.00,0,60,,,,,,0,0,0,0
Billy Smith,/players/s/smithbi01.html,1982,NYI,/teams/NYI/1982.html,31,46,,32,9,4,133,,,,2.97,0,2685,,,,,,0,1,1,24
Doug Soetaert,/players/s/soetado01.html,1982,WIN,/teams/WIN/1982.html,26,39,,13,14,8,155,,,,4.31,2,2157,,,,,,0,2,2,14
Rick St. Croix,/players/s/stcrori01.html,1982,PHI,/teams/PHI/1982.html,27,29,,13,9,6,112,,,,3.89,0,1729,,,,,,0,1,1,2
Ed Staniowski,/players/s/stanied01.html,1982,WIN,/teams/WIN/1982.html,26,45,,20,19,6,174,,,,3.95,1,2643,,,,,,0,5,5,4
Greg Stefan,/players/s/stefagr01.html,1982,DET,/teams/DET/1982.html,20,2,,0,2,0,10,,,,5.00,0,120,,,,,,0,0,0,0
Vincent Tremblay,/players/t/trembvi01.html,1982,TOR,/teams/TOR/1982.html,22,40,,10,18,8,153,,,,4.52,1,2033,,,,,,0,2,2,2
Rogie Vachon,/players/v/vachoro01.html,1982,BOS,/teams/BOS/1982.html,36,38,,19,11,6,132,,,,3.66,1,2165,,,,,,0,1,1,0
John Vanbiesbrouck,/players/v/vanbijo01.html,1982,NYR,/teams/NYR/1982.html,18,1,,1,0,0,1,,,,1.00,0,60,,,,,,0,0,0,0
Mike Veisor,/players/v/veisomi01.html,1982,HAR,/teams/HAR/1982.html,29,13,,5,5,2,53,,,,4.54,0,701,,,,,,0,1,1,0
Rick Wamsley,/players/w/wamslri01.html,1982,MTL,/teams/MTL/1982.html,22,38,,23,7,7,101,,,,2.75,2,2206,,,,,,0,2,2,4
Steve Weeks,/players/w/weeksst01.html,1982,NYR,/teams/NYR/1982.html,23,49,,23,16,9,179,,,,3.77,1,2852,,,,,,0,3,3,0
Steve Baker,/players/b/bakerst01.html,1983,NYR,/teams/NYR/1983.html,25,3,,0,1,0,5,,,,2.94,0,102,,,,,,0,0,0,0
Murray Bannerman,/players/b/bannemu01.html,1983,CBH,/teams/CBH/1983.html,25,41,,24,12,5,127,,,,3.10,4,2460,,,,,,0,1,1,2
Marco Baron,/players/b/baronma01.html,1983,BOS,/teams/BOS/1983.html,23,9,,6,3,0,33,,,,3.84,0,516,,,,,,0,0,0,4
Don Beaupre,/players/b/beaupdo01.html,1983,MNS,/teams/MNS/1983.html,21,36,,19,10,5,120,,,,3.58,0,2011,,,,,,0,2,2,10
Tim Bernhardt,/players/b/bernhti01.html,1983,CGY,/teams/CGY/1983.html,25,6,,0,5,0,21,,,,4.50,0,280,,,,,,0,0,0,0
Mike Blake,/players/b/blakemi02.html,1983,LAK,/teams/LAK/1983.html,26,9,,4,4,0,30,,,,4.17,0,432,,,,,,0,0,0,2
Dan Bouchard,/players/b/bouchda01.html,1983,QUE,/teams/QUE/1983.html,32,50,,20,21,8,197,,,,4.01,1,2947,,,,,,0,4,4,8
Richard Brodeur,/players/b/broderi01.html,1983,VAN,/teams/VAN/1983.html,30,58,,21,26,8,208,,,,3.79,0,3291,,,,,,0,1,1,2
Frank Caprice,/players/c/caprifr01.html,1983,VAN,/teams/VAN/1983.html,20,1,,0,0,0,3,,,,9.00,0,20,,,,,,0,0,0,0
Jacques Cloutier,/players/c/cloutja01.html,1983,BUF,/teams/BUF/1983.html,23,25,,10,7,6,81,,,,3.50,0,1390,,,,,,0,0,0,0
John Davidson,/players/d/davidjo01.html,1983,NYR,/teams/NYR/1983.html,29,2,,1,1,0,5,,,,2.50,0,120,,,,,,0,0,0,0
Michel Dion,/players/d/dionmi01.html,1983,PIT,/teams/PIT/1983.html,28,49,,12,30,4,198,,,,4.26,0,2791,,,,,,0,2,2,8
Don Edwards,/players/e/edwardo01.html,1983,CGY,/teams/CGY/1983.html,27,39,,16,15,6,148,,,,4.02,1,2209,,,,,,0,1,1,0
Ken Ellacott,/players/e/ellacke01.html,1983,VAN,/teams/VAN/1983.html,23,12,,2,3,4,41,,,,4.43,0,555,,,,,,0,0,0,0
Tony Esposito,/players/e/esposto01.html,1983,CBH,/teams/CBH/1983.html,39,39,,23,11,5,135,,,,3.46,1,2340,,,,,,0,0,0,0
Bob Froese,/players/f/froesbo01.html,1983,PHI,/teams/PHI/1983.html,24,25,,17,4,2,59,,,,2.52,4,1407,,,,,,0,2,2,2
Grant Fuhr,/players/f/fuhrgr01.html,1983,EDM,/teams/EDM/1983.html,20,32,,13,12,5,129,,,,4.29,0,1803,,,,,,0,0,0,6
John Garrett,/players/g/garrejo01.html,1983,,,31,34,,13,14,5,112,,,,3.56,1,1887,,,,,,0,2,2,2
Gilles Gilbert,/players/g/gilbegi01.html,1983,DET,/teams/DET/1983.html,33,20,,4,14,1,85,,,,4.49,0,1137,,,,,,0,3,3,4
Glen Hanlon,/players/h/hanlogl01.html,1983,,,25,35,,12,18,2,117,,,,3.81,0,1844,,,,,,0,0,0,2
Brian Hayward,/players/h/haywabr01.html,1983,WIN,/teams/WIN/1983.html,22,24,,10,12,2,89,,,,3.71,1,1440,,,,,,0,1,1,0
Rick Heinz,/players/h/heinzri01.html,1983,STL,/teams/STL/1983.html,27,9,,1,5,1,24,,,,4.30,1,335,,,,,,0,0,0,2
Denis Herron,/players/h/herrode01.html,1983,PIT,/teams/PIT/1983.html,30,31,,5,18,5,151,,,,5.31,1,1707,,,,,,0,1,1,14
Mark Holden,/players/h/holdema01.html,1983,MTL,/teams/MTL/1983.html,25,2,,0,1,1,6,,,,4.14,0,87,,,,,,0,0,0,0
Al Jensen,/players/j/jenseal01.html,1983,WSH,/teams/WSH/1983.html,24,40,,22,12,6,135,,,,3.44,1,2358,,,,,,0,0,0,6
Doug Keans,/players/k/keansdo01.html,1983,LAK,/teams/LAK/1983.html,25,6,,0,2,2,24,,,,4.74,0,304,,,,,,0,1,1,0
Michel Larocque,/players/l/larocmi01.html,1983,,,30,18,,3,9,4,76,,,,4.77,0,955,,,,,,0,0,0,0
Gary Laskoski,/players/l/laskoga01.html,1983,LAK,/teams/LAK/1983.html,23,46,,15,20,4,173,,,,4.56,0,2277,,,,,,0,1,1,6
Reggie Lemelin,/players/l/lemelre01.html,1983,CGY,/teams/CGY/1983.html,28,39,,16,12,8,133,,,,3.61,0,2211,,,,,,0,5,5,7
Mario Lessard,/players/l/lessama01.html,1983,LAK,/teams/LAK/1983.html,28,19,,3,10,2,68,,,,4.59,1,888,,,,,,0,1,1,2
Pelle Lindbergh,/players/l/lindbpe01.html,1983,PHI,/teams/PHI/1983.html,23,40,,23,13,3,116,,,,2.98,3,2333,,,,,,0,4,4,0
Mike Liut,/players/l/liutmi01.html,1983,STL,/teams/STL/1983.html,27,68,,21,27,13,235,,,,3.72,1,3794,,,,,,0,0,0,2
Ron Low,/players/l/lowro01.html,1983,,,32,14,,2,8,1,51,,,,4.30,0,712,,,,,,0,1,1,4
Shawn MacKenzie,/players/m/mackesh01.html,1983,NJD,/teams/NJD/1983.html,20,4,,0,1,0,15,,,,6.92,0,130,,,,,,0,0,0,0
Clint Malarchuk,/players/m/malarcl01.html,1983,QUE,/teams/QUE/1983.html,21,15,,8,5,2,71,,,,4.73,0,900,,,,,,0,0,0,0
Markus Mattsson,/players/m/mattsma01.html,1983,,,25,21,,6,6,4,71,,,,4.26,2,999,,,,,,0,2,2,2
Roland Melanson,/players/m/melanro01.html,1983,NYI,/teams/NYI/1983.html,22,44,,24,12,5,109,,,,2.66,1,2460,,,,,,0,3,3,22
Gilles Meloche,/players/m/melocgi01.html,1983,MNS,/teams/MNS/1983.html,32,47,,20,13,11,160,,,,3.57,1,2689,,,,,,0,1,1,0
Corrado Micalef,/players/m/micalco01.html,1983,DET,/teams/DET/1983.html,21,34,,11,13,5,106,,,,3.62,2,1756,,,,,,0,1,1,18
Lindsay Middlebrook,/players/m/middlli01.html,1983,,,27,10,,1,6,1,40,,,,5.08,0,472,,,,,,0,1,1,2
Greg Millen,/players/m/millegr01.html,1983,HAR,/teams/HAR/1983.html,25,60,,14,38,6,282,,,,4.81,1,3520,,,,,,0,2,2,8
Eddie Mio,/players/m/mioed01.html,1983,NYR,/teams/NYR/1983.html,29,41,,16,18,6,136,,,,3.45,2,2365,,,,,,0,3,3,8
Mike Moffat,/players/m/moffami01.html,1983,BOS,/teams/BOS/1983.html,20,13,,4,6,1,49,,,,4.37,0,673,,,,,,0,0,0,2
Andy Moog,/players/m/moogan01.html,1983,EDM,/teams/EDM/1983.html,22,50,,33,8,7,167,,,,3.54,1,2833,,,,,,0,4,4,16
Robbie Moore,/players/m/moorero01.html,1983,WSH,/teams/WSH/1983.html,28,1,,0,1,0,1,,,,3.00,0,20,,,,,,0,0,0,0
Phil Myre,/players/m/myreph01.html,1983,BUF,/teams/BUF/1983.html,34,5,,3,2,0,21,,,,4.20,0,300,,,,,,0,0,0,2
Mike Palmateer,/players/p/palmami01.html,1983,TOR,/teams/TOR/1983.html,29,53,,21,23,7,197,,,,3.99,0,2965,,,,,,0,3,3,17
Bob Parent,/players/p/parenbo01.html,1983,TOR,/teams/TOR/1983.html,24,1,,0,0,0,2,,,,3.00,0,40,,,,,,0,0,0,0
Dave Parro,/players/p/parroda01.html,1983,WSH,/teams/WSH/1983.html,25,6,,1,3,1,19,,,,4.37,0,261,,,,,,0,0,0,0
Pete Peeters,/players/p/peetepe01.html,1983,BOS,/teams/BOS/1983.html,25,62,,40,11,9,142,,,,2.36,8,3611,,,,,,0,2,2,33
Glenn Resch,/players/r/reschgl01.html,1983,NJD,/teams/NJD/1983.html,34,65,,15,35,12,242,,,,3.98,0,3650,,,,,,0,3,3,6
Nick Ricci,/players/r/riccini01.html,1983,PIT,/teams/PIT/1983.html,23,3,,1,2,0,16,,,,6.53,0,147,,,,,,0,0,0,0
Pat Riggin,/players/r/riggipa01.html,1983,WSH,/teams/WSH/1983.html,23,38,,16,9,9,121,,,,3.36,0,2161,,,,,,0,0,0,4
Roberto Romano,/players/r/romanro01.html,1983,PIT,/teams/PIT/1983.html,20,3,,0,3,0,18,,,,6.97,0,155,,,,,,0,0,0,0
Jim Rutherford,/players/r/rutheji01.html,1983,DET,/teams/DET/1983.html,33,1,,0,1,0,7,,,,7.00,0,60,,,,,,0,0,0,0
Bob Sauve,/players/s/sauvebo01.html,1983,BUF,/teams/BUF/1983.html,27,54,,25,20,7,179,,,,3.45,1,3110,,,,,,0,1,1,8
Richard Sevigny,/players/s/sevigri01.html,1983,MTL,/teams/MTL/1983.html,25,38,,15,11,8,122,,,,3.44,1,2130,,,,,,0,1,1,8
Billy Smith,/players/s/smithbi01.html,1983,NYI,/teams/NYI/1983.html,32,41,,18,14,7,112,,,,2.87,1,2340,,,,,,0,0,0,41
Doug Soetaert,/players/s/soetado01.html,1983,WIN,/teams/WIN/1983.html,27,44,,19,19,6,174,,,,4.12,0,2533,,,,,,0,1,1,10
Rick St. Croix,/players/s/stcrori01.html,1983,,,28,33,,13,14,4,112,,,,3.61,0,1860,,,,,,0,0,0,0
Ed Staniowski,/players/s/stanied01.html,1983,WIN,/teams/WIN/1983.html,27,17,,4,8,0,65,,,,4.72,1,827,,,,,,0,1,1,0
Greg Stefan,/players/s/stefagr01.html,1983,DET,/teams/DET/1983.html,21,35,,6,16,9,139,,,,4.52,0,1847,,,,,,0,0,0,35
Vincent Tremblay,/players/t/trembvi01.html,1983,TOR,/teams/TOR/1983.html,23,1,,0,0,0,2,,,,3.00,0,40,,,,,,0,0,0,0
Mike Veisor,/players/v/veisomi01.html,1983,HAR,/teams/HAR/1983.html,30,23,,5,16,1,118,,,,5.53,1,1280,,,,,,0,0,0,2
Mike Vernon,/players/v/vernomi01.html,1983,CGY,/teams/CGY/1983.html,19,2,,0,2,0,11,,,,6.60,0,100,,,,,,0,0,0,0
Rick Wamsley,/players/w/wamslri01.html,1983,MTL,/teams/MTL/1983.html,23,46,,27,12,5,151,,,,3.51,0,2583,,,,,,0,1,1,4
Steve Weeks,/players/w/weeksst01.html,1983,NYR,/teams/NYR/1983.html,24,18,,9,5,3,68,,,,3.92,0,1040,,,,,,0,2,2,0
Murray Bannerman,/players/b/bannemu01.html,1984,CBH,/teams/CBH/1984.html,26,56,,23,29,4,188,1667,1479,.887,3.38,2,3335,,,,89,22.90,0,4,4,17
Marco Baron,/players/b/baronma01.html,1984,LAK,/teams/LAK/1984.html,24,21,,3,14,4,87,633,546,.863,4.31,0,1211,,,,109,-6.92,0,2,2,10
Tom Barrasso,/players/b/barrato01.html,1984,BUF,/teams/BUF/1984.html,18,42,,26,12,3,117,1098,981,.893,2.84,2,2475,,,,84,21.91,0,2,2,20
Don Beaupre,/players/b/beaupdo01.html,1984,MNS,/teams/MNS/1984.html,22,33,,16,13,2,123,971,848,.873,4.12,0,1791,,,,100,-0.15,0,0,0,17
Marc Behrend,/players/b/behrema01.html,1984,WIN,/teams/WIN/1984.html,23,6,,2,4,0,32,184,152,.826,5.47,0,351,,,,,,0,0,0,0
Allan Bester,/players/b/besteal01.html,1984,TOR,/teams/TOR/1984.html,19,32,,11,16,4,134,1144,1010,.883,4.35,0,1848,,,,93,10.73,0,0,0,6
Mike Blake,/players/b/blakemi02.html,1984,LAK,/teams/LAK/1984.html,27,29,,9,11,5,118,891,773,.868,4.33,0,1634,,,,105,-5.28,0,1,1,6
Dan Bouchard,/players/b/bouchda01.html,1984,QUE,/teams/QUE/1984.html,33,57,,29,18,8,180,1523,1343,.882,3.20,1,3373,,,,93,12.68,0,3,3,19
Richard Brodeur,/players/b/broderi01.html,1984,VAN,/teams/VAN/1984.html,31,36,,10,21,5,141,1067,926,.868,4.01,1,2110,,,,104,-6.01,0,2,2,0
Frank Caprice,/players/c/caprifr01.html,1984,VAN,/teams/VAN/1984.html,21,19,,8,8,2,62,525,463,.882,3.39,1,1098,,,,93,4.42,0,0,0,2
Jon Casey,/players/c/caseyjo01.html,1984,MNS,/teams/MNS/1984.html,21,2,,1,0,0,6,59,53,.898,4.29,0,84,,,,,,0,0,0,0
Jim Craig,/players/c/craigji01.html,1984,MNS,/teams/MNS/1984.html,26,3,,1,1,0,9,56,47,.839,4.91,0,110,,,,,,0,0,0,0
Michel Dion,/players/d/dionmi01.html,1984,PIT,/teams/PIT/1984.html,29,30,,2,19,4,138,937,799,.853,5.33,0,1553,,,,116,-19.46,0,1,1,2
Bruce Dowie,/players/d/dowiebr01.html,1984,TOR,/teams/TOR/1984.html,21,2,,0,1,0,4,43,39,.907,3.33,0,72,,,,,,0,0,0,0
Don Edwards,/players/e/edwardo01.html,1984,CGY,/teams/CGY/1984.html,28,41,,13,19,5,157,1217,1060,.871,4.09,0,2303,,,,102,-3.03,0,2,2,2
Tony Esposito,/players/e/esposto01.html,1984,CBH,/teams/CBH/1984.html,40,18,,5,10,3,88,622,534,.859,4.82,1,1095,,,,112,-9.31,0,3,3,0
Brian Ford,/players/f/fordbr01.html,1984,QUE,/teams/QUE/1984.html,22,3,,1,1,0,13,70,57,.814,6.34,0,123,,,,,,0,0,0,0
Bob Froese,/players/f/froesbo01.html,1984,PHI,/teams/PHI/1984.html,25,48,,28,13,7,150,1326,1176,.887,3.14,2,2863,,,,89,17.76,0,2,2,10
Grant Fuhr,/players/f/fuhrgr01.html,1984,EDM,/teams/EDM/1984.html,21,45,,30,10,4,171,1463,1292,.883,3.91,1,2625,,,,92,14.09,0,14,14,6
John Garrett,/players/g/garrejo01.html,1984,VAN,/teams/VAN/1984.html,32,29,,14,10,2,113,758,645,.851,4.10,0,1653,,,,118,-17.10,0,0,0,9
Mario Gosselin,/players/g/gossema01.html,1984,QUE,/teams/QUE/1984.html,20,3,,2,0,0,3,67,64,.955,1.22,1,148,,,,,,0,0,0,2
Glen Hanlon,/players/h/hanlogl01.html,1984,NYR,/teams/NYR/1984.html,26,50,,28,14,4,166,1508,1342,.890,3.51,1,2837,,,,87,24.78,0,2,2,30
Brian Hayward,/players/h/haywabr01.html,1984,WIN,/teams/WIN/1984.html,23,28,,7,18,2,124,860,736,.856,4.86,0,1530,,,,114,-15.20,0,1,1,2
Rick Heinz,/players/h/heinzri01.html,1984,STL,/teams/STL/1984.html,28,22,,7,7,3,80,539,459,.852,4.29,0,1118,,,,117,-11.81,0,0,0,4
Denis Herron,/players/h/herrode01.html,1984,PIT,/teams/PIT/1984.html,31,38,,8,24,2,138,1200,1062,.885,4.08,1,2028,,,,91,13.82,0,0,0,21
Mark Holden,/players/h/holdema01.html,1984,MTL,/teams/MTL/1984.html,26,1,,0,1,0,4,17,13,.765,4.62,0,52,,,,,,0,0,0,0
Ken Holland,/players/h/hollake01.html,1984,DET,/teams/DET/1984.html,28,3,,0,1,1,10,53,43,.811,4.11,0,146,,,,,,0,0,0,0
Kelly Hrudey,/players/h/hrudeke01.html,1984,NYI,/teams/NYI/1984.html,23,12,,7,2,0,28,289,261,.903,3.14,0,535,,,,,,0,0,0,0
Bob Janecyk,/players/j/janecbo01.html,1984,CBH,/teams/CBH/1984.html,26,8,,2,3,1,28,237,209,.882,4.08,0,412,,,,,,0,0,0,2
Al Jensen,/players/j/jenseal01.html,1984,WSH,/teams/WSH/1984.html,25,43,,25,13,3,117,995,878,.882,2.91,4,2414,,,,93,8.88,0,0,0,22
Doug Keans,/players/k/keansdo01.html,1984,BOS,/teams/BOS/1984.html,26,33,,19,8,3,92,791,699,.884,3.10,2,1779,,,,92,8.07,0,0,0,2
Michel Larocque,/players/l/larocmi01.html,1984,STL,/teams/STL/1984.html,31,5,,0,5,0,31,164,133,.811,6.20,0,300,,,,,,0,0,0,2
Gary Laskoski,/players/l/laskoga01.html,1984,LAK,/teams/LAK/1984.html,24,13,,4,7,1,55,321,266,.829,4.96,0,665,,,,135,-14.39,0,0,0,0
Reggie Lemelin,/players/l/lemelre01.html,1984,CGY,/teams/CGY/1984.html,29,51,,21,12,9,150,1405,1255,.893,3.50,0,2568,,,,84,27.75,0,3,3,6
Mario Lessard,/players/l/lessama01.html,1984,LAK,/teams/LAK/1984.html,29,6,,0,4,1,26,160,134,.838,5.86,0,266,,,,,,0,0,0,0
Pelle Lindbergh,/players/l/lindbpe01.html,1984,PHI,/teams/PHI/1984.html,24,36,,16,13,3,135,966,831,.860,4.05,1,1999,,,,110,-12.79,0,1,1,6
Mike Liut,/players/l/liutmi01.html,1984,STL,/teams/STL/1984.html,28,58,,25,29,4,197,1697,1500,.884,3.45,3,3425,,,,92,17.70,0,4,4,0
Ron Low,/players/l/lowro01.html,1984,NJD,/teams/NJD/1984.html,33,44,,8,25,4,161,1133,972,.858,4.36,0,2218,,,,112,-17.66,0,0,0,4
Clint Malarchuk,/players/m/malarcl01.html,1984,QUE,/teams/QUE/1984.html,22,23,,10,9,2,80,591,511,.865,3.95,0,1215,,,,107,-5.23,0,1,1,9
Bob Mason,/players/m/masonbo01.html,1984,WSH,/teams/WSH/1984.html,22,2,,2,0,0,3,46,43,.935,1.50,0,120,,,,,,0,0,0,0
Markus Mattsson,/players/m/mattsma01.html,1984,LAK,/teams/LAK/1984.html,26,19,,7,8,2,79,530,451,.851,4.31,1,1101,,,,118,-11.95,0,0,0,0
Roland Melanson,/players/m/melanro01.html,1984,NYI,/teams/NYI/1984.html,23,37,,20,11,2,110,1129,1019,.903,3.27,0,2019,,,,77,32.84,0,2,2,10
Gilles Meloche,/players/m/melocgi01.html,1984,MNS,/teams/MNS/1984.html,33,52,,21,17,8,201,1524,1323,.868,4.18,2,2883,,,,104,-8.19,0,1,1,2
Corrado Micalef,/players/m/micalco01.html,1984,DET,/teams/DET/1984.html,22,14,,5,8,1,52,361,309,.856,3.86,0,808,,,,114,-6.33,0,1,1,2
Greg Millen,/players/m/millegr01.html,1984,HAR,/teams/HAR/1984.html,26,60,,21,30,9,221,1817,1596,.878,3.70,2,3583,,,,96,8.88,0,3,3,10
Eddie Mio,/players/m/mioed01.html,1984,DET,/teams/DET/1984.html,30,24,,7,11,3,95,677,582,.860,4.40,1,1295,,,,111,-9.35,0,1,1,6
Mike Moffat,/players/m/moffami01.html,1984,BOS,/teams/BOS/1984.html,21,4,,1,1,1,15,81,66,.815,4.84,0,186,,,,,,0,0,0,0
Andy Moog,/players/m/moogan01.html,1984,EDM,/teams/EDM/1984.html,23,38,,27,8,1,139,1179,1040,.882,3.77,1,2212,,,,93,10.16,0,1,1,4
Mike Palmateer,/players/p/palmami01.html,1984,TOR,/teams/TOR/1984.html,30,34,,9,17,4,149,986,837,.849,4.88,0,1831,,,,119,-24.26,0,2,2,28
Dave Parro,/players/p/parroda01.html,1984,WSH,/teams/WSH/1984.html,26,1,,0,0,0,0,0,0,,0.00,0,1,,,,,,0,0,0,0
Pete Peeters,/players/p/peetepe01.html,1984,BOS,/teams/BOS/1984.html,26,50,,29,16,2,151,1222,1071,.876,3.16,0,2868,,,,98,3.60,0,0,0,36
Steve Penney,/players/p/pennest01.html,1984,MTL,/teams/MTL/1984.html,22,4,,0,4,0,19,115,96,.835,4.75,0,240,,,,,,0,0,0,0
Glenn Resch,/players/r/reschgl01.html,1984,NJD,/teams/NJD/1984.html,35,51,,9,31,3,184,1426,1242,.871,4.18,1,2641,,,,102,-3.59,0,2,2,12
Pat Riggin,/players/r/riggipa01.html,1984,WSH,/teams/WSH/1984.html,24,41,,21,14,2,102,924,822,.890,2.66,4,2299,,,,87,14.90,0,0,0,4
Roberto Romano,/players/r/romanro01.html,1984,PIT,/teams/PIT/1984.html,21,18,,6,11,0,78,629,551,.876,4.59,1,1020,,,,98,1.58,0,0,0,0
Bob Sauve,/players/s/sauvebo01.html,1984,BUF,/teams/BUF/1984.html,28,40,,22,13,4,138,1050,912,.869,3.49,0,2375,,,,104,-5.16,0,0,0,2
Ron Scott,/players/s/scottro01.html,1984,NYR,/teams/NYR/1984.html,23,9,,2,3,3,29,254,225,.886,3.59,0,485,,,,,,0,0,0,0
Richard Sevigny,/players/s/sevigri01.html,1984,MTL,/teams/MTL/1984.html,26,40,,16,18,2,124,946,822,.869,3.38,1,2203,,,,104,-4.32,0,0,0,12
Billy Smith,/players/s/smithbi01.html,1984,NYI,/teams/NYI/1984.html,33,42,,23,13,2,130,1252,1122,.896,3.42,2,2279,,,,82,28.40,0,2,2,23
Doug Soetaert,/players/s/soetado01.html,1984,WIN,/teams/WIN/1984.html,28,47,,18,15,7,182,1385,1203,.869,4.30,0,2539,,,,104,-6.78,0,3,3,14
Rick St. Croix,/players/s/stcrori01.html,1984,TOR,/teams/TOR/1984.html,29,20,,5,10,0,80,531,451,.849,5.11,0,939,,,,119,-12.82,0,0,0,0
Ed Staniowski,/players/s/stanied01.html,1984,,,28,19,,6,9,1,82,576,494,.858,4.55,0,1081,,,,113,-9.13,0,1,1,2
Greg Stefan,/players/s/stefagr01.html,1984,DET,/teams/DET/1984.html,22,50,,19,22,2,152,1223,1071,.876,3.51,2,2600,,,,98,2.73,0,3,3,14
Vincent Tremblay,/players/t/trembvi01.html,1984,PIT,/teams/PIT/1984.html,24,4,,0,4,0,24,142,118,.831,6.00,0,240,,,,,,0,0,0,2
John Vanbiesbrouck,/players/v/vanbijo01.html,1984,NYR,/teams/NYR/1984.html,20,3,,2,1,0,10,85,75,.882,3.33,0,180,,,,,,0,0,0,2
Mike Veisor,/players/v/veisomi01.html,1984,,,31,12,,5,4,2,46,286,240,.839,4.18,0,660,,,,,,0,0,0,0
Mike Vernon,/players/v/vernomi01.html,1984,CGY,/teams/CGY/1984.html,20,1,,0,1,0,4,6,2,.333,21.82,0,11,,,,,,0,0,0,0
Rick Wamsley,/players/w/wamslri01.html,1984,MTL,/teams/MTL/1984.html,24,42,,19,17,3,144,977,833,.853,3.70,2,2333,,,,116,-20.39,0,3,3,6
Steve Weeks,/players/w/weeksst01.html,1984,NYR,/teams/NYR/1984.html,25,26,,10,11,2,90,667,577,.865,3.97,0,1361,,,,107,-5.61,0,0,0,4
Ken Wregget,/players/w/wreggke01.html,1984,TOR,/teams/TOR/1984.html,19,3,,1,1,1,14,128,114,.891,5.09,0,165,,,,,,0,0,0,0
Murray Bannerman,/players/b/bannemu01.html,1985,CBH,/teams/CBH/1985.html,27,60,,27,25,4,215,1847,1632,.884,3.83,0,3371,,,,93,16.66,0,1,1,8
Marco Baron,/players/b/baronma01.html,1985,EDM,/teams/EDM/1985.html,25,1,,0,1,0,2,9,7,.778,3.64,0,33,,,,,,0,0,0,0
Tom Barrasso,/players/b/barrato01.html,1985,BUF,/teams/BUF/1985.html,19,54,,25,18,10,144,1274,1130,.887,2.66,5,3248,,,,90,15.79,0,6,6,41
Don Beaupre,/players/b/beaupdo01.html,1985,MNS,/teams/MNS/1985.html,23,31,,10,17,3,109,934,825,.883,3.69,1,1770,,,,93,8.15,0,0,0,4
Marc Behrend,/players/b/behrema01.html,1985,WIN,/teams/WIN/1985.html,24,24,,8,10,3,87,624,537,.861,4.29,1,1218,,,,111,-8.74,0,0,0,0
Tim Bernhardt,/players/b/bernhti01.html,1985,TOR,/teams/TOR/1985.html,27,37,,13,19,4,136,1106,970,.877,3.74,0,2182,,,,98,2.72,0,2,2,4
Allan Bester,/players/b/besteal01.html,1985,TOR,/teams/TOR/1985.html,20,15,,3,9,1,54,430,376,.874,4.22,1,767,,,,100,-0.07,0,1,1,4
Dan Bouchard,/players/b/bouchda01.html,1985,QUE,/teams/QUE/1985.html,34,29,,12,13,4,101,824,723,.877,3.49,0,1738,,,,98,2.35,0,2,2,2
Richard Brodeur,/players/b/broderi01.html,1985,VAN,/teams/VAN/1985.html,32,51,,16,27,6,228,1574,1346,.855,4.67,0,2930,,,,115,-30.58,0,1,1,4
Frank Caprice,/players/c/caprifr01.html,1985,VAN,/teams/VAN/1985.html,22,28,,8,14,3,122,818,696,.851,4.81,0,1523,,,,119,-19.40,0,2,2,0
