"name","gp","g","a","hits","blocks","ppp","shg","sog","fow"
"Brent Burns","81","24.921","44.27","109.2","132.02","25.5178"," 7.0e-01","294.8"," 12.2"
"Patrice Bergeron","77","26.822","40.16"," 73.6"," 51.93","21.9328"," 1.1e+00","242.0","960.3"
"Claude Giroux","74","23.520","42.66"," 80.0"," 38.31","23.9544"," 9.7e-01","209.6","871.5"
"Alex Ovechkin","71","32.857","34.43","182.7"," 34.73","23.7982"," 4.6e-01","306.5","  0.0"
"Jamie Benn","71","25.245","34.50","125.3"," 46.34","19.2462"," 7.8e-01","207.8","208.7"
"Tyler Seguin","76","29.343","40.53"," 87.2"," 33.83","23.4550"," 6.7e-01","268.0","402.5"
"Sidney Crosby","68","24.786","43.23"," 66.2"," 33.64","24.2310"," 5.4e-01","193.9","764.0"
"Erik Karlsson","69","16.160","38.31"," 72.6","130.34","20.8205"," 3.3e-01","201.5","  0.0"
"Ryan O'Reilly","74","20.553","36.02"," 30.6"," 44.23","18.0807"," 1.0e+00","172.0","887.5"
"Kris Letang","68","15.588","35.39","118.5","110.14","20.6859"," 2.5e-01","191.5","  0.0"
"Ryan Kesler","69","16.675","26.72","125.1"," 69.51","11.9275"," 8.8e-01","148.3","744.8"
"Anze Kopitar","70","19.542","36.56"," 65.1"," 52.06","17.9106"," 8.5e-01","160.3","722.5"
"Blake Wheeler","75","24.046","34.75"," 92.4"," 49.54","16.7632"," 8.4e-01","222.0"," 18.9"
"Evander Kane","72","23.837","23.92","180.3"," 31.89","11.6929"," 9.2e-01","254.2"," 64.2"
"Nazem Kadri","70","19.851","29.23","131.8"," 42.36","14.8053"," 6.9e-01","201.1","493.1"
"Patrick Kane","71","28.767","42.29"," 42.3"," 23.43","26.0520"," 3.1e-01","235.8"," 21.9"
"Nathan MacKinnon","73","22.473","32.68"," 59.6"," 51.52","17.0451"," 6.7e-01","225.4","435.6"
"John Tavares","68","23.546","34.90"," 49.6"," 30.25","18.9998"," 5.4e-01","202.4","605.7"
"Brandon Dubinsky","69","15.315","25.19","186.5"," 40.24","10.7869"," 7.2e-01","142.0","613.0"
"Dustin Byfuglien","68","13.997","25.88","164.9"," 89.42","13.7027"," 3.7e-01","187.0","  0.0"
"Jeff Carter","69","21.871","29.91"," 76.6"," 37.19","14.1326"," 9.0e-01","209.3","494.3"
"Oliver Ekman-Larsson","70","15.294","29.18","137.0"," 73.58","17.9265"," 2.1e-01","189.2","  0.0"
"Pavel Datsyuk","69","19.041","35.40"," 70.7"," 36.74","19.5938"," 4.2e-01","167.6","576.8"
"Torey Krug","64","11.492","30.67"," 55.4"," 79.07","17.2451"," 2.3e-01","161.4","  8.6"
"Ryan Getzlaf","67","16.393","35.27"," 89.4"," 50.67","18.5931"," 4.4e-01","148.6","488.3"
"Mark Giordano","68","13.309","28.85"," 69.0","142.52","14.5261"," 4.9e-01","165.9","  0.0"
"Bryan Little","72","18.845","30.36"," 63.8"," 31.92","14.1354"," 9.8e-01","159.4","719.4"
"Joe Pavelski","64","20.453","28.94"," 99.9"," 49.86","16.6924"," 4.7e-01","176.3","391.4"
"David Backes","68","15.288","22.47","180.9"," 52.46","10.1751"," 5.2e-01","140.3","470.9"
"Aleksander Barkov","70","20.851","30.92"," 53.1"," 41.85","14.9377"," 7.6e-01","173.9","549.6"
"Roman Josi","68","12.824","30.07"," 57.2","139.18","15.3741"," 3.9e-01","164.8","  0.0"
"Jonathan Toews","67","18.536","27.89"," 64.5"," 34.44","11.7694"," 1.0e+00","148.3","718.5"
"Max Pacioretty","68","23.332","28.01"," 92.7"," 33.43","14.8968"," 6.8e-01","225.5"," 11.9"
"Henrik Zetterberg","63","16.308","26.83"," 42.4"," 22.90","14.9840"," 3.9e-01","154.9","385.2"
"Sean Monahan","70","19.629","30.04"," 42.0"," 34.34","15.0558"," 5.7e-01","163.9","694.2"
"Wayne Simmonds","70","20.491","25.07","154.7"," 39.39","14.2606"," 3.3e-01","182.0"," 12.2"
"Brad Marchand","72","24.102","25.85"," 77.6"," 35.05","11.1666"," 1.2e+00","209.2"," 24.4"
"Derek Stepan","71","19.219","30.72"," 52.2"," 40.20","14.3857"," 9.3e-01","174.7","475.2"
"Shea Weber","65","11.709","24.43","128.3","119.30","14.3106"," 1.8e-01","151.2","  0.0"
"Steven Stamkos","64","21.606","28.82"," 87.3"," 32.46","16.2835"," 5.0e-01","175.2","368.5"
"Drew Doughty","70","11.538","28.08","109.7"," 92.19","15.5254"," 3.1e-01","156.8","  0.0"
"Martin Hanzal","66","14.576","25.12","125.1"," 33.41","11.4029"," 7.0e-01","141.7","557.9"
"Taylor Hall","67","22.017","29.29"," 73.0"," 40.60","14.7840"," 4.4e-01","210.1"," 24.2"
"Erik Johnson","67"," 9.252","19.41","114.4","155.23"," 7.5524"," 5.7e-01","147.0","  0.0"
"Ryan Suter","73","10.398","30.35"," 69.7","117.93","15.2333"," 3.2e-01","153.4","  0.0"
"Justin Faulk","67","13.159","24.54","114.8"," 77.11","14.1694"," 2.9e-01","170.1","  0.0"
"P.K. Subban","64","11.289","31.94"," 91.6"," 80.80","18.9214"," 9.3e-02","155.0","  0.0"
"Jake Muzzin","68"," 9.610","22.86","153.6","108.06","10.8872"," 2.3e-01","152.5","  0.0"
"Vladimir Tarasenko","69","24.928","30.30"," 48.5"," 27.58","17.7704"," 3.1e-01","221.1","  0.0"
"Ryan Johansen","67","15.702","28.49"," 91.3"," 29.98","14.4776"," 4.6e-01","151.7","498.0"
"Alexander Steen","66","18.202","26.97"," 54.5"," 34.39","14.5538"," 5.6e-01","169.9","139.9"
"Nicklas Backstrom","63","15.029","34.61"," 44.3"," 41.20","19.5383"," 2.7e-01","117.2","516.3"
"Evgeny Kuznetsov","68","17.586","33.30"," 65.1"," 29.03","15.8810"," 6.6e-01","157.3","377.7"
"Boone Jenner","65","16.806","20.36","162.8"," 53.21"," 9.7552"," 5.7e-01","163.9","128.9"
"T.J. Oshie","64","16.371","22.87","104.7"," 46.67","11.9788"," 4.4e-01","141.1"," 96.2"
"Kevin Shattenkirk","66","11.392","27.99"," 79.1","100.62","17.0396"," 8.7e-02","149.7","  0.0"
"Evgeni Malkin","61","20.943","34.39"," 35.8"," 24.66","21.8351"," 2.8e-01","172.1","310.0"
"Brent Seabrook","69"," 9.805","25.22","106.4","118.55","13.4836"," 1.5e-01","137.2","  0.0"
"Jakub Voracek","72","18.890","32.26"," 60.7"," 34.28","17.9710"," 2.6e-01","189.0"," 11.7"
"Tomas Plekanec","66","15.341","27.06"," 51.7"," 37.81","12.2646"," 6.6e-01","147.3","593.5"
"Mikko Koivu","65","13.657","27.78"," 34.8"," 41.95","13.1507"," 6.8e-01","119.8","700.4"
"David Krejci","66","15.439","31.06"," 47.8"," 48.43","14.5466"," 4.8e-01","133.0","465.3"
"Frans Nielsen","66","14.885","25.63"," 40.6"," 63.78","12.1950"," 8.1e-01","140.5","426.0"
"Gabriel Landeskog","65","16.236","22.30","119.1"," 51.90","10.1207"," 6.5e-01","152.5"," 29.2"
"Alan Quine","41","11.744","10.06"," 56.8"," 50.02"," 2.8995"," 4.5e+00"," 94.6","314.2"
"Derick Brassard","67","16.825","27.19"," 89.1"," 24.91","14.4606"," 4.6e-01","144.4","479.3"
"Mark Scheifele","65","18.879","27.65"," 61.8"," 35.13","12.8468"," 6.0e-01","163.1","407.4"
"Mika Zibanejad","65","15.226","23.78"," 94.4"," 36.65","10.2423"," 8.0e-01","144.7","451.7"
"James Neal","66","21.242","24.68"," 96.9"," 28.44","13.3357"," 4.1e-01","196.9"," 13.8"
"John Carlson","64","10.633","26.40"," 61.7","121.47","13.0500"," 2.4e-01","143.1","  0.0"
"Patric Hornqvist","64","17.962","21.44","115.6"," 40.65","11.3636"," 3.6e-01","184.8"," 11.3"
"Jordan Staal","66","13.915","21.34","119.7"," 30.07"," 8.4474"," 6.3e-01","122.8","585.3"
"Zach Parise","65","20.469","25.42"," 72.6"," 37.97","14.7366"," 3.2e-01","198.5","  0.0"
"Rasmus Ristolainen","65"," 9.490","22.04","112.2","104.98","11.7413"," 2.0e-01","146.9","  0.0"
"Brendan Gallagher","66","21.046","24.48"," 64.3"," 33.31","12.4859"," 4.2e-01","199.3"," 24.1"
"Vincent Trocheck","63","15.432","21.92","102.6"," 35.78"," 9.2228"," 7.7e-01","138.7","419.7"
"Victor Hedman","68","10.633","26.04"," 67.3","111.43","11.3185"," 2.6e-01","146.6","  0.0"
"Ryan McDonagh","62"," 7.375","18.43"," 83.1","109.07"," 6.9617"," 2.9e-01","103.3","  7.8"
"Jeff Petry","62"," 7.158","15.94","107.0"," 90.34"," 6.1174"," 3.0e-01","112.9","  8.2"
"Matt Duchene","65","18.578","26.47"," 46.5"," 35.10","12.8659"," 4.2e-01","161.7","370.2"
"Daniel Sedin","69","21.413","30.47"," 34.1"," 21.44","17.1645"," 2.9e-01","193.9"," 13.4"
"Jason Spezza","63","18.789","30.37"," 20.0"," 22.10","17.3664"," 2.9e-01","152.5","456.9"
"Antoine Vermette","67","12.921","20.96"," 56.1"," 46.42"," 8.6718"," 7.6e-01","113.1","601.4"
"Joel Ward","67","14.528","18.97"," 66.3"," 43.29"," 7.5968"," 6.2e-01","123.5","163.1"
"Paul Stastny","62","13.117","28.47"," 33.5"," 37.99","13.3482"," 3.8e-01","110.7","608.7"
"James van Riemsdyk","66","20.300","23.78"," 89.5"," 19.08","12.9463"," 4.0e-01","192.4"," 12.0"
"John Klingberg","68","11.526","31.51"," 46.2"," 67.91","16.7841"," 4.6e-02","144.5","  0.0"
"Leo Komarov","65","12.386","16.26","244.0"," 30.51"," 5.7428"," 5.5e-01","120.6"," 68.9"
"Adam Henrique","63","15.088","20.81"," 59.6"," 44.13"," 8.7422"," 8.8e-01","121.2","424.4"
"Michael Stone","62"," 7.871","19.89","113.9","111.12"," 9.0940"," 2.1e-01","125.0","  0.0"
"Corey Perry","64","19.233","23.37"," 80.0"," 29.41","13.5915"," 2.6e-01","163.0"," 10.0"
"Alex Pietrangelo","64"," 9.586","23.71"," 54.2","111.13","10.1130"," 2.7e-01","142.5","  0.0"
"Jussi Jokinen","66","14.843","25.57"," 43.7"," 39.04","11.2170"," 4.3e-01","127.7","128.7"
"Andrew Ladd","67","16.451","19.25","123.2"," 36.56"," 8.8269"," 5.0e-01","148.6"," 15.4"
"Marian Hossa","65","17.198","23.51"," 49.9"," 33.36","12.0692"," 7.4e-01","172.8","  0.0"
"Jack Eichel","67","18.551","26.99"," 37.8"," 20.14","14.9205"," 3.2e-01","182.4","317.9"
"Alex Galchenyuk","68","17.977","24.96"," 65.3"," 33.86","12.1457"," 4.4e-01","158.3","241.7"
"Nick Foligno","66","13.256","19.56","131.3"," 40.84"," 9.1082"," 2.7e-01","127.7"," 69.5"
"Nikita Kucherov","67","19.310","26.36"," 63.3"," 27.75","15.3102"," 1.8e-01","169.7","  0.0"
"Kyle Turris","64","14.095","21.29"," 54.3"," 35.54"," 9.0224"," 5.1e-01","132.3","543.8"
"Tyler Bozak","62","12.803","23.71"," 57.0"," 30.10","10.2985"," 4.8e-01","105.4","617.7"
"Phil Kessel","67","21.325","26.66"," 26.2"," 17.30","14.5898"," 3.5e-01","204.3"," 18.5"
"Luke Schenn","62"," 3.477","10.62","182.7"," 93.26"," 1.5973"," 2.3e-01"," 74.7","  7.9"
"Bo Horvat","67","13.165","20.33"," 59.6"," 40.09"," 8.0027"," 5.2e-01","123.0","563.9"
"Patrick Sharp","63","17.413","23.70"," 65.6"," 23.19","13.5596"," 3.2e-01","168.9"," 56.6"
"Dion Phaneuf","63"," 7.484","20.73","134.2"," 82.82","10.1991"," 1.4e-01","125.4","  0.0"
"Morgan Rielly","70"," 8.646","22.31"," 65.9","103.25"," 8.9459"," 4.1e-01","134.5","  0.0"
"Johnny Boychuk","62"," 7.708","15.94","128.0","113.97"," 5.9915"," 2.8e-01","128.5","  0.0"
"Patrick Marleau","65","16.897","24.85"," 58.4"," 30.88","14.3717"," 4.7e-01","158.9","216.8"
"Logan Couture","59","16.142","23.67"," 42.0"," 42.03","12.8354"," 4.1e-01","152.6","299.8"
"Duncan Keith","68"," 9.244","26.60"," 32.3","108.91","13.2119"," 1.5e-01","131.2","  0.0"
"Kyle Okposo","61","16.486","24.64"," 71.1"," 31.25","13.2751"," 2.3e-01","151.8"," 31.9"
"Shayne Gostisbehere","54","10.540","21.86"," 30.4"," 53.46","12.4452"," 9.7e-02","119.0","  7.0"
"Michael Del Zotto","64"," 5.681","15.78","155.8","117.76"," 5.5919"," 2.5e-01","104.9","  0.0"
"Travis Zajac","64","11.708","21.73"," 57.4"," 35.60"," 9.4614"," 6.3e-01","104.9","567.5"
"Shane Doan","63","16.860","21.00"," 98.7"," 19.20","11.9605"," 2.7e-01","145.3"," 65.5"
"Dustin Brown","66","13.958","16.33","172.0"," 23.25"," 7.0099"," 3.6e-01","154.6"," 15.5"
"Erik Haula","63","10.697","14.44"," 53.8"," 42.28"," 2.7309"," 7.3e-01"," 91.5","310.8"
"Mikael Granlund","65","11.991","22.55"," 70.7"," 44.50"," 8.9640"," 5.5e-01","120.0","389.3"
"Sean Couturier","67","13.350","23.21"," 45.9"," 34.34"," 8.6927"," 6.0e-01","127.5","512.5"
"Blake Comeau","63","11.488","15.71","126.1"," 29.40"," 5.4471"," 6.1e-01","111.3","163.9"
"Matt Niskanen","68"," 6.163","19.54","123.9","111.71"," 8.9176"," 9.1e-02","113.9","  0.0"
"Tomas Hertl","66","15.869","20.99"," 83.3"," 46.84"," 8.2671"," 4.5e-01","156.1","175.8"
"Alexander Edler","61"," 7.443","18.86"," 96.9","113.51"," 9.3326"," 1.6e-01","121.0","  0.0"
"Mike Fisher","60"," 9.789","14.15","107.7"," 55.85"," 4.3896"," 4.8e-01"," 89.9","517.4"
"Tyler Johnson","64","14.690","23.26"," 54.5"," 27.83","10.7247"," 5.0e-01","138.7","415.8"
"Nick Bjugstad","61","13.779","19.32"," 85.9"," 28.75"," 9.5967"," 4.3e-01","143.1","385.9"
"Henrik Sedin","68","12.343","32.42"," 18.9"," 23.36","15.5437"," 4.2e-01"," 96.1","530.8"
"Rick Nash","64","17.874","21.36"," 75.8"," 28.17","10.5289"," 4.2e-01","177.8","  0.0"
"Dougie Hamilton","64"," 9.469","22.27"," 72.7"," 84.16","10.9171"," 1.6e-01","137.4","  0.0"
"Travis Hamonic","63"," 6.037","14.77","128.7","109.56"," 4.7590"," 4.2e-01","115.1","  0.0"
"Zdeno Chara","64"," 7.841","19.94","101.5"," 94.20"," 9.0961"," 1.5e-01","123.9","  0.0"
"Marc-Edouard Vlasic","68"," 7.999","22.37"," 58.1","120.36"," 8.9796"," 2.0e-01","119.1","  0.0"
"Brandon Sutter","65","13.992","17.89"," 52.4"," 35.38"," 5.8737"," 9.9e-01","136.6","442.8"
"Kyle Palmieri","59","16.101","19.03"," 94.2"," 35.17","10.4090"," 2.7e-01","147.2"," 13.0"
"Tyson Barrie","63"," 9.865","24.83"," 47.1"," 73.30","12.6430"," 2.5e-01","128.3","  0.0"
"Jake Gardiner","62"," 6.361","18.02"," 73.4"," 62.78"," 7.8913"," 1.6e-01"," 94.8","  8.4"
"Roman Polak","58"," 2.004"," 8.61","189.4","102.03"," 1.1790"," 1.5e-01"," 62.5","  7.3"
"Jean-Gabriel Pageau","58","10.689","15.16","112.4"," 41.02"," 3.5728"," 1.1e+00"," 98.9","387.6"
"Loui Eriksson","67","18.216","24.73"," 34.2"," 29.95","11.7816"," 5.7e-01","150.6"," 15.7"
"Johnny Gaudreau","63","21.592","29.06"," 34.3"," 14.87","14.8253"," 1.8e-01","162.7","  8.7"
"Radko Gudas","57"," 4.101"," 9.50","208.6","110.62"," 2.6112"," 2.4e-01"," 96.1","  0.0"
"Cam Atkinson","63","17.734","19.94"," 50.9"," 32.10"," 8.7039"," 6.5e-01","167.3","  8.6"
"Brandon Saad","65","19.068","21.65"," 53.3"," 25.36"," 9.8036"," 4.6e-01","171.1"," 24.0"
"Joe Thornton","62","13.067","33.08"," 36.5"," 26.46","17.4008"," 8.0e-02"," 99.2","346.7"
"Ryan Nugent-Hopkins","60","12.823","23.77"," 49.9"," 38.93","11.5804"," 3.2e-01","117.2","377.8"
"Ondrej Palat","62","13.635","19.79","107.7"," 38.72"," 7.5195"," 6.3e-01","117.7","  9.5"
"Seth Jones","69"," 7.000","21.06"," 80.2"," 99.96"," 9.6312"," 1.7e-01","123.6","  0.0"
"Jacob Trouba","64"," 5.841","14.32","111.0","127.94"," 3.9241"," 4.2e-01","106.7","  0.0"
"Filip Forsberg","59","16.623","22.88"," 85.3"," 31.56","12.7795"," 4.4e-01","165.2","  8.1"
"Francois Beauchemin","63"," 5.637","17.63"," 68.6","162.38"," 6.3634"," 1.9e-01","101.4","  0.0"
"Artemi Panarin","68","19.497","30.87"," 40.8"," 12.87","17.1044"," 3.1e-02","155.7","  0.0"
"Michael Frolik","67","15.149","17.46"," 63.2"," 43.30"," 5.4266"," 7.2e-01","154.6"," 16.4"
"Aaron Ekblad","68","10.662","20.43"," 80.7"," 61.65"," 9.3670"," 1.5e-01","145.8","  0.0"
"Colton Parayko","67"," 8.601","18.81"," 82.2"," 96.87"," 7.2704"," 1.7e-01","135.0","  0.0"
"Hampus Lindholm","71"," 7.615","19.52"," 71.7"," 99.73"," 8.5528"," 2.7e-01","120.4","  0.0"
"Ryan Callahan","57","11.458","14.17","124.4"," 49.82"," 5.3682"," 3.9e-01","120.8"," 20.3"
"Milan Lucic","65","12.963","18.91","175.2"," 24.39"," 7.0272"," 2.3e-01","106.6"," 15.5"
"Carl Soderberg","64","12.377","24.40"," 38.4"," 50.69","10.0772"," 5.2e-01","125.7","236.3"
"Connor McDavid","57","16.954","31.35"," 15.9"," 13.84","16.3185"," 1.9e-01","134.0","303.0"
"Chris Kunitz","62","12.523","15.96","173.3"," 29.41"," 6.4385"," 2.4e-01","114.9"," 11.5"
"Jakob Silfverberg","65","15.124","16.16"," 75.4"," 42.48"," 5.7890"," 5.5e-01","155.8"," 11.5"
"Jordan Eberle","64","18.049","23.23"," 42.3"," 25.29","11.5205"," 3.3e-01","152.4"," 12.4"
"Elias Lindholm","66","12.082","20.92"," 94.1"," 37.73","10.1762"," 2.8e-01","131.7","157.5"
"Jeff Skinner","63","19.155","20.85"," 35.5"," 18.61","10.0162"," 4.1e-01","184.6"," 26.0"
"Mats Zuccarello","57","13.869","20.75"," 69.4"," 43.72","10.2182"," 2.6e-01","118.0"," 10.3"
"Jarome Iginla","59","14.939","19.95"," 55.0"," 31.23","10.7616"," 2.0e-01","132.1"," 67.5"
"Jonathan Huberdeau","67","15.772","26.14"," 60.7"," 34.65","11.4662"," 4.6e-01","151.4"," 13.8"
"Sami Vatanen","58"," 8.067","20.50"," 71.6"," 84.56","11.0115"," 9.0e-02","108.4","  0.0"
"Adam Lowry","60"," 5.995"," 7.89","141.3"," 35.78"," 0.6943"," 3.3e-01"," 58.7","299.8"
"Troy Brouwer","59","11.007","15.05","133.7"," 36.65"," 6.3760"," 2.7e-01"," 98.4"," 53.3"
"Justin Williams","62","15.608","20.94"," 37.8"," 31.78"," 9.3139"," 3.8e-01","148.5"," 39.5"
"Eric Staal","61","13.136","20.60"," 55.2"," 27.66"," 8.9306"," 4.1e-01","135.9","347.7"
"Mike Hoffman","59","17.138","21.23"," 42.7"," 24.31","10.4145"," 4.2e-01","160.0"," 14.1"
"Bobby Ryan","61","15.564","21.10"," 82.6"," 22.59","10.4583"," 2.5e-01","138.5"," 13.2"
"Matt Beleskey","60","11.413","13.17","170.8"," 34.45"," 4.7564"," 2.7e-01","116.6"," 11.7"
"David Savard","61"," 5.702","17.22","113.9"," 98.56"," 6.3352"," 1.6e-01","100.7","  0.0"
"Cody Eakin","63","10.969","16.24"," 78.2"," 37.79"," 4.3606"," 7.6e-01","102.7","399.8"
"Brayden Schenn","58","12.736","19.59","130.9"," 27.08","10.2855"," 2.1e-01","121.2"," 72.0"
"Mark Stone","58","14.075","21.21"," 54.4"," 38.03"," 9.3172"," 4.4e-01","118.5"," 12.7"
"Alec Martinez","57"," 5.418","14.74","112.6","118.41"," 6.0797"," 1.2e-01"," 89.2","  0.0"
"Victor Rask","65","13.727","21.64"," 33.7"," 27.59","10.6336"," 3.0e-01","128.6","367.7"
"Calvin de Haan","60"," 3.603","12.80","108.8","144.49"," 2.7444"," 2.9e-01"," 87.0","  0.0"
"Jason Pominville","63","14.402","20.77"," 39.1"," 28.07"," 9.9005"," 3.5e-01","143.9"," 38.2"
"Mikael Backlund","58","11.698","17.29"," 54.1"," 35.83"," 6.0816"," 7.4e-01","112.1","351.2"
"Radim Vrbata","64","16.707","19.95"," 34.9"," 17.92","10.5354"," 3.7e-01","176.5"," 12.1"
"Chris Kreider","61","12.986","15.81","130.9"," 28.43"," 6.3948"," 2.7e-01","118.3"," 10.9"
"Nino Niederreiter","68","14.255","17.29","111.7"," 22.37"," 6.2233"," 3.6e-01","128.8"," 15.5"
"Alex Goligoski","61"," 5.595","19.73"," 75.6","109.03"," 7.2479"," 1.4e-01"," 93.2","  0.0"
"Artem Anisimov","63","12.261","18.04"," 52.3"," 34.36"," 6.3354"," 7.1e-01","106.9","356.2"
"Andrej Sekera","63"," 6.174","18.14"," 59.1","109.85"," 7.7118"," 1.3e-01","106.3","  0.0"
"Drew Stafford","64","15.272","17.92"," 60.7"," 18.42"," 7.6741"," 4.6e-01","143.1"," 45.4"
"Lee Stempniak","64","13.383","18.30"," 85.9"," 28.55"," 7.3643"," 3.9e-01","122.0"," 10.1"
"Charlie Coyle","63","11.553","16.10","103.1"," 45.26"," 5.0328"," 3.3e-01","108.2","166.6"
"Cam Fowler","63"," 5.991","20.36"," 50.3"," 97.87","10.4474"," 7.1e-02"," 98.9","  0.0"
"Zach Bogosian","59"," 6.523","15.15"," 87.3"," 88.46"," 5.7378"," 2.4e-01","109.9","  0.0"
"Keith Yandle","61"," 7.615","23.55"," 40.8"," 60.03","12.7951"," 2.9e-02","117.8","  0.0"
"David Perron","62","12.825","17.19","112.8"," 24.12"," 7.8298"," 2.0e-01","122.2","  9.4"
"Scott Hartnell","62","13.287","17.00"," 98.5"," 32.46"," 7.9365"," 1.7e-01","120.1","  0.0"
"Tyler Myers","63"," 7.542","18.05"," 62.7"," 85.33"," 6.6687"," 2.1e-01","111.6","  0.0"
"Rickard Rakell","59","12.014","17.74"," 98.3"," 28.08"," 7.5587"," 3.1e-01","120.1","170.3"
"Mark Streit","63"," 6.771","20.64"," 43.8"," 90.76"," 9.7150"," 1.0e-01","103.9","  0.0"
"Nick Bonino","58"," 9.748","17.16"," 32.4"," 54.41"," 4.9303"," 5.8e-01"," 94.0","376.6"
"Pavel Zacha","41","12.666","37.36"," 25.2"," 15.22","13.9440"," 3.6e-01","112.4","118.1"
"Ryan Ellis","62"," 7.359","17.33"," 58.9"," 80.65"," 6.4644"," 3.1e-01","111.9","  0.0"
"Leon Draisaitl","61","13.039","21.57"," 38.7"," 18.50"," 8.5291"," 3.9e-01","115.0","378.8"
"Justin Abdelkader","58","10.607","12.98","135.0"," 31.60"," 5.3205"," 2.1e-01","103.7"," 33.2"
"Tyler Toffoli","63","15.806","20.55"," 68.2"," 21.79"," 9.0409"," 5.3e-01","151.6","  0.0"
"Anton Stralman","62"," 6.505","18.29"," 86.3"," 69.15"," 8.2941"," 8.3e-02","101.8","  0.0"
"Dylan Larkin","69","17.203","19.25"," 60.7"," 21.54"," 7.1769"," 3.4e-01","177.2"," 40.9"
"Pierre-Edouard Bellemare","61"," 7.145"," 7.66"," 62.8"," 43.62"," 0.3941"," 4.9e-01"," 80.5","221.2"
"Tyler Ennis","57","12.385","18.29"," 73.6"," 23.89"," 9.1867"," 1.8e-01","126.8"," 33.2"
"Andrei Markov","59"," 5.466","21.95"," 45.7"," 93.39","10.8463"," 2.8e-02"," 87.2","  0.0"
"Nick Leddy","64"," 5.949","20.53"," 70.8"," 74.51"," 9.8402"," 5.7e-03"," 96.0","  0.0"
"Jared Spurgeon","60"," 6.013","16.53"," 52.2","110.25"," 7.2911"," 1.1e-01"," 93.2","  0.0"
"Tom Wilson","66"," 7.167","10.02","187.1"," 38.99"," 1.2680"," 2.6e-01"," 80.0"," 12.8"
"Kris Russell","59"," 3.325","14.48"," 49.7","164.19"," 3.9254"," 1.7e-01"," 74.2","  0.0"
"Alexander Wennberg","63"," 9.662","21.07"," 36.5"," 38.26"," 8.4953"," 2.9e-01"," 95.2","334.7"
"Mikkel Boedker","61","13.011","20.55"," 55.8"," 25.34","10.1261"," 2.1e-01","119.7","  8.0"
"Kevin Hayes","67","12.132","16.70"," 55.3"," 21.32"," 5.4671"," 2.8e-01","108.4","126.7"
"Jason Chimera","67","13.605","15.34"," 87.9"," 17.92"," 5.3305"," 5.5e-01","131.1"," 16.7"
"Dan Girardi","60"," 1.687","10.70","129.4","137.50"," 2.0183"," 1.6e-01"," 63.9","  0.0"
"Brock Nelson","64","13.476","16.15"," 60.6"," 39.45"," 5.8869"," 3.4e-01","125.8","155.8"
"Jason Demers","62"," 5.524","15.83"," 88.9"," 77.76"," 5.4335"," 2.8e-01"," 92.0","  0.0"
"Valtteri Filppula","64"," 9.943","19.11"," 37.0"," 25.58"," 6.4595"," 5.2e-01"," 90.7","457.0"
"John Mitchell","60"," 8.380","13.17"," 80.3"," 50.30"," 3.0192"," 4.1e-01"," 85.7","310.8"
"Nick Schultz","63"," 1.081"," 9.00"," 74.0","119.79"," 0.5615"," 1.4e-01"," 52.9","  7.8"
"Jaden Schwartz","56","12.701","18.18"," 50.5"," 33.92"," 7.7970"," 2.7e-01","107.8"," 30.3"
"Mike Green","56"," 6.553","18.61"," 76.6"," 61.51","10.4112","-1.0e-02"," 96.8","  0.0"
"William Nylander","47","11.003","14.55"," 12.8","  9.91"," 6.1018"," 2.2e-01"," 90.2","289.5"
"Benoit Pouliot","58","12.899","18.16"," 50.8"," 27.03"," 7.4993"," 4.1e-01","113.8"," 30.4"
"Colin Greening","55","10.451","12.00","147.1"," 22.90"," 4.1001"," 2.8e-01","102.0"," 27.2"
"Reilly Smith","62","12.961","17.18"," 72.0"," 30.43"," 7.5319"," 1.9e-01","117.3","  0.0"
"Carl Hagelin","63","12.583","14.71"," 77.4"," 29.65"," 4.4059"," 4.1e-01","128.1"," 11.5"
"Michael Cammalleri","53","15.426","23.50"," 21.6"," 15.13","11.9259"," 1.4e-01","127.4"," 14.5"
"Zack Smith","57"," 9.481","11.08","118.0"," 23.87"," 2.6464"," 7.9e-01"," 86.8","252.5"
"Luke Glendening","62"," 6.069"," 9.74","100.5"," 46.17"," 0.9148"," 3.1e-01"," 65.9","443.7"
"Cody Ceci","63"," 5.821","13.62"," 68.1","102.10"," 3.4248"," 2.0e-01"," 97.8","  0.0"
"Trevor Lewis","62"," 9.305","11.35","134.9"," 29.49"," 2.5401"," 5.3e-01","118.7"," 81.6"
"P.A. Parenteau","60","13.493","18.49"," 51.7"," 23.49"," 8.6090"," 2.3e-01","121.5"," 10.6"
"Andrew Shaw","61","10.750","15.10","114.0"," 23.30"," 5.6655"," 2.3e-01","111.0","130.8"
"Casey Cizikas","58"," 5.949","11.45","111.5"," 43.73"," 1.7838"," 5.0e-01"," 62.8","308.5"
"Connor Murphy","60"," 3.551","10.45","126.4","101.54"," 2.1941"," 1.4e-01"," 76.3","  0.0"
"Dale Weise","61","10.596","12.92","113.5"," 26.31"," 4.5249"," 2.8e-01","103.5"," 17.4"
"Brian Gionta","59","12.501","15.52"," 44.3"," 27.57"," 6.2536"," 3.1e-01","125.7"," 40.6"
"Matt Read","61","10.172","12.95"," 70.4"," 42.99"," 4.2056"," 3.4e-01"," 98.2"," 27.9"
